Año;Tipo.UI;Cuadrante;Partida.Institucional;Institución;Programa.pptario;Clasificador;Partida.de.gastos;Programa/.Instrumento/.Concurso;Nombre.de.la.Iniciativa;Código;OSE.(NABS).Categoría;OSE.(NABS).Subcategoría;SE;Región;EG;ECC;MF;GBARD.M$.corriente;GBARD
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21210372;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Maule;con EG;sin ECC;Concurso;17051,038;17716,02848
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21210372;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Maule;con EG;sin ECC;Concurso;14927,44;14927,44
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21210513;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Maule;con EG;sin ECC;Concurso;23778,196;24705,54564
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21210513;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Maule;con EG;sin ECC;Concurso;14927,712;14927,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGROPECUARIAS;21211268;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;24477,429;25432,04873
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGROPECUARIAS;21211268;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;14729,294;14729,294
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE LA AGRICULTURA;21211270;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;6397,665;6647,173935
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21212315;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;13468,02;13993,27278
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21212315;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;19781,539;19781,539
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21220074;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Los Ríos;con EG;sin ECC;Concurso;11230,664;11668,6599
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21220074;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Los Ríos;con EG;sin ECC;Concurso;14927,712;14927,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS SILVOAGROPECUARIAS Y VETERINARIAS;21220160;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;12669,832;13163,95545
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS SILVOAGROPECUARIAS Y VETERINARIAS;21220160;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;18145,016;18145,016
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS MENCION BIOLOGIA VEGETAL Y BIOTECNOLOGIA;21211538;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Maule;con EG;sin ECC;Concurso;17660,906;17660,906
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS MENCION BIOLOGIA VEGETAL Y BIOTECNOLOGIA;21220273;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Maule;con EG;sin ECC;Concurso;9960,081;9960,081
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS VETERINARIAS;21220329;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Los Ríos;con EG;sin ECC;Concurso;26102,986;26102,986
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN ACUICULTURA;21220913;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;21093,191;21093,191
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21221270;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Maule;con EG;sin ECC;Concurso;6187,819;6187,819
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN ACUICULTURA;21222178;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;27169,232;27169,232
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS FORESTALES;21230009;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Biobío;con EG;sin ECC;Concurso;13528,456;13528,456
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS VETERINARIAS;21230069;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Biobío;con EG;sin ECC;Concurso;13348,495;13348,495
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN MEDICINA DE LA CONSERVACION;21230081;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;13528,456;13528,456
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE LA AGRICULTURA;21230111;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;14944,129;14944,129
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGROALIMENTARIAS;21230165;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Valparaíso;con EG;sin ECC;Concurso;9079,613;9079,613
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGROALIMENTARIAS;21230173;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Valparaíso;con EG;sin ECC;Concurso;9794,789;9794,789
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS SILVOAGROPECUARIAS Y VETERINARIAS;21230257;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;14472,238;14472,238
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE LA AGRONOMIA;21230326;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Biobío;con EG;sin ECC;Concurso;9172,897;9172,897
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGROPECUARIAS;21230362;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;13528,457;13528,457
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGROALIMENTARIAS Y MEDIOAMBIENTE;21230446;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;9794,789;9794,789
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE RECURSOS NATURALES;21230562;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;8955,235;8955,235
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN ACUICULTURA;21230598;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;12688,903;12688,903
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21230672;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Maule;con EG;sin ECC;Concurso;6784,049;6784,049
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE LA AGRONOMIA;21230770;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Biobío;con EG;sin ECC;Concurso;9172,897;9172,897
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN BIOLOGIA Y ECOLOGIA APLICADA;21230911;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Coquimbo;con EG;sin ECC;Concurso;13348,495;13348,495
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS MENCION BIOLOGIA VEGETAL Y BIOTECNOLOGIA;21230963;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Maule;con EG;sin ECC;Concurso;13528,457;13528,457
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21231013;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Maule;con EG;sin ECC;Concurso;13120,346;13120,346
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE LA AGRONOMIA;21231054;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Biobío;con EG;sin ECC;Concurso;12906,565;12906,565
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS MENCION BIOLOGIA VEGETAL Y BIOTECNOLOGIA;21231118;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Maule;con EG;sin ECC;Concurso;16206,457;16206,457
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCOTRADO EN CIENCIAS AGROPECUARIAS;21231174;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;12067,012;12067,012
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE LA AGRONOMIA;21231225;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Biobío;con EG;sin ECC;Concurso;13579,197;13579,197
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE LA AGRICULTURA;21231361;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;6464,185;6464,185
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS SILVOAGROPECUARIAS Y VETERINARIAS;21231495;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;13528,457;13528,457
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS MENCION BIOLOGIA VEGETAL Y BIOTECNOLOGIA;21231518;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Maule;con EG;sin ECC;Concurso;12688,903;12688,903
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE RECURSOS NATURALES;21231535;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;12472,789;12472,789
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE RECURSOS NATURALES;21231656;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;8955,235;8955,235
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGROALIMENTARIAS Y MEDIOAMBIENTE;21231658;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;12688,903;12688,903
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS VETERINARIAS;21231665;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Los Ríos;con EG;sin ECC;Concurso;13528,456;13528,456
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE LA AGRICULTURA;21231691;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;12928,37;12928,37
